"","Consumer_Class","Consumer_Order","Consumer_Family","Consumer_Genus","Consumer_Species","Resource_Class","Resource_Order","Resource_Family","Resource_Genus","Resource_Species"
"9330","Reptilia","Testudines","Testudinidae","Stigmochelys","Stigmochelys pardalis","Amphibia","Anura","Hyperoliidae","Hyperolius","Hyperolius nasutus"
"9331","Reptilia","Testudines","Testudinidae","Stigmochelys","Stigmochelys pardalis","Amphibia","Anura","Hyperoliidae","Kassina","Kassina senegalensis"
"9332","Reptilia","Testudines","Testudinidae","Stigmochelys","Stigmochelys pardalis","Amphibia","Anura","Microhylidae","Phrynomantis","Phrynomantis bifasciatus"
"9333","Reptilia","Testudines","Testudinidae","Stigmochelys","Stigmochelys pardalis","Amphibia","Anura","Phrynobatrachidae","Phrynobatrachus","Phrynobatrachus acridoides"
"9334","Reptilia","Testudines","Testudinidae","Stigmochelys","Stigmochelys pardalis","Amphibia","Anura","Phrynobatrachidae","Phrynobatrachus","Phrynobatrachus mababiensis"
"9335","Reptilia","Testudines","Testudinidae","Stigmochelys","Stigmochelys pardalis","Amphibia","Anura","Ptychadenidae","Ptychadena","Ptychadena anchietae"
"9336","Reptilia","Testudines","Testudinidae","Stigmochelys","Stigmochelys pardalis","Amphibia","Anura","Ptychadenidae","Ptychadena","Ptychadena mascareniensis"
"9337","Reptilia","Testudines","Testudinidae","Stigmochelys","Stigmochelys pardalis","Amphibia","Anura","Ranidae","Amnirana","Amnirana galamensis"
"9338","Reptilia","Testudines","Pelomedusidae","Pelomedusa","Pelomedusa subrufa","Amphibia","Anura","Dicroglossidae","Hoplobatrachus","Hoplobatrachus occipitalis"
"9339","Reptilia","Testudines","Pelomedusidae","Pelomedusa","Pelomedusa subrufa","Amphibia","Anura","Pipidae","Xenopus","Xenopus muelleri"
"9340","Reptilia","Testudines","Pelomedusidae","Pelomedusa","Pelomedusa subrufa","Amphibia","Anura","Pyxicephalidae","Pyxicephalus","Pyxicephalus adspersus"
"9341","Reptilia","Testudines","Testudinidae","Kinixys","Kinixys spekii","Amphibia","Anura","Dicroglossidae","Hoplobatrachus","Hoplobatrachus occipitalis"
"9342","Reptilia","Testudines","Testudinidae","Kinixys","Kinixys spekii","Amphibia","Anura","Pipidae","Xenopus","Xenopus muelleri"
"9343","Reptilia","Testudines","Testudinidae","Kinixys","Kinixys spekii","Amphibia","Anura","Pyxicephalidae","Pyxicephalus","Pyxicephalus adspersus"
"9344","Reptilia","Testudines","Testudinidae","Malacochersus","Malacochersus tornieri","Amphibia","Anura","Dicroglossidae","Hoplobatrachus","Hoplobatrachus occipitalis"
"9345","Reptilia","Testudines","Testudinidae","Malacochersus","Malacochersus tornieri","Amphibia","Anura","Pipidae","Xenopus","Xenopus muelleri"
"9346","Reptilia","Testudines","Testudinidae","Malacochersus","Malacochersus tornieri","Amphibia","Anura","Pyxicephalidae","Pyxicephalus","Pyxicephalus adspersus"
"9347","Reptilia","Testudines","Testudinidae","Stigmochelys","Stigmochelys pardalis","Amphibia","Anura","Dicroglossidae","Hoplobatrachus","Hoplobatrachus occipitalis"
"9348","Reptilia","Testudines","Testudinidae","Stigmochelys","Stigmochelys pardalis","Amphibia","Anura","Pipidae","Xenopus","Xenopus muelleri"
"9349","Reptilia","Testudines","Testudinidae","Stigmochelys","Stigmochelys pardalis","Amphibia","Anura","Pyxicephalidae","Pyxicephalus","Pyxicephalus adspersus"
"9350","Reptilia","Testudines","Pelomedusidae","Pelomedusa","Pelomedusa subrufa","Reptilia","Squamata","Agamidae","Acanthocercus","Acanthocercus atricollis"
"9351","Reptilia","Testudines","Pelomedusidae","Pelomedusa","Pelomedusa subrufa","Reptilia","Squamata","Agamidae","Agama","Agama mwanzae"
"9352","Reptilia","Testudines","Pelomedusidae","Pelomedusa","Pelomedusa subrufa","Reptilia","Squamata","Chamaeleonidae","Chamaeleo","Chamaeleo anchietae"
"9353","Reptilia","Testudines","Pelomedusidae","Pelomedusa","Pelomedusa subrufa","Reptilia","Squamata","Chamaeleonidae","Chamaeleo","Chamaeleo dilepis"
"9354","Reptilia","Testudines","Pelomedusidae","Pelomedusa","Pelomedusa subrufa","Reptilia","Squamata","Gekkonidae","Chondrodactylus","Chondrodactylus turneri"
"9355","Reptilia","Testudines","Pelomedusidae","Pelomedusa","Pelomedusa subrufa","Reptilia","Squamata","Gekkonidae","Hemidactylus","Hemidactylus brookii"
"9356","Reptilia","Testudines","Pelomedusidae","Pelomedusa","Pelomedusa subrufa","Reptilia","Squamata","Gekkonidae","Hemidactylus","Hemidactylus mabouia"
"9357","Reptilia","Testudines","Pelomedusidae","Pelomedusa","Pelomedusa subrufa","Reptilia","Squamata","Gekkonidae","Hemidactylus","Hemidactylus squamulatus"
"9358","Reptilia","Testudines","Pelomedusidae","Pelomedusa","Pelomedusa subrufa","Reptilia","Squamata","Gekkonidae","Homopholis","Homopholis fasciata"
"9359","Reptilia","Testudines","Pelomedusidae","Pelomedusa","Pelomedusa subrufa","Reptilia","Squamata","Gekkonidae","Lygodactylus","Lygodactylus capensis"
"9360","Reptilia","Testudines","Pelomedusidae","Pelomedusa","Pelomedusa subrufa","Reptilia","Squamata","Gekkonidae","Lygodactylus","Lygodactylus manni"
"9361","Reptilia","Testudines","Pelomedusidae","Pelomedusa","Pelomedusa subrufa","Reptilia","Squamata","Lacertidae","Heliobolus","Heliobolus spekii"
"9362","Reptilia","Testudines","Pelomedusidae","Pelomedusa","Pelomedusa subrufa","Reptilia","Squamata","Lacertidae","Nucras","Nucras boulengeri"
"9363","Reptilia","Testudines","Pelomedusidae","Pelomedusa","Pelomedusa subrufa","Reptilia","Squamata","Scincidae","Eumecia","Eumecia anchietae"
"9364","Reptilia","Testudines","Pelomedusidae","Pelomedusa","Pelomedusa subrufa","Reptilia","Squamata","Scincidae","Mochlus","Mochlus sundevallii"
"9365","Reptilia","Testudines","Pelomedusidae","Pelomedusa","Pelomedusa subrufa","Reptilia","Squamata","Scincidae","Trachylepis","Trachylepis maculilabris"
"9366","Reptilia","Testudines","Pelomedusidae","Pelomedusa","Pelomedusa subrufa","Reptilia","Squamata","Scincidae","Trachylepis","Trachylepis striata"
"9367","Reptilia","Testudines","Pelomedusidae","Pelomedusa","Pelomedusa subrufa","Reptilia","Squamata","Scincidae","Trachylepis","Trachylepis varia"
"9368","Reptilia","Testudines","Testudinidae","Kinixys","Kinixys spekii","Reptilia","Squamata","Agamidae","Acanthocercus","Acanthocercus atricollis"
"9369","Reptilia","Testudines","Testudinidae","Kinixys","Kinixys spekii","Reptilia","Squamata","Agamidae","Agama","Agama mwanzae"
"9370","Reptilia","Testudines","Testudinidae","Kinixys","Kinixys spekii","Reptilia","Squamata","Chamaeleonidae","Chamaeleo","Chamaeleo anchietae"
"9371","Reptilia","Testudines","Testudinidae","Kinixys","Kinixys spekii","Reptilia","Squamata","Chamaeleonidae","Chamaeleo","Chamaeleo dilepis"
"9372","Reptilia","Testudines","Testudinidae","Kinixys","Kinixys spekii","Reptilia","Squamata","Gekkonidae","Chondrodactylus","Chondrodactylus turneri"
"9373","Reptilia","Testudines","Testudinidae","Kinixys","Kinixys spekii","Reptilia","Squamata","Gekkonidae","Hemidactylus","Hemidactylus brookii"
"9374","Reptilia","Testudines","Testudinidae","Kinixys","Kinixys spekii","Reptilia","Squamata","Gekkonidae","Hemidactylus","Hemidactylus mabouia"
"9375","Reptilia","Testudines","Testudinidae","Kinixys","Kinixys spekii","Reptilia","Squamata","Gekkonidae","Hemidactylus","Hemidactylus squamulatus"
"9376","Reptilia","Testudines","Testudinidae","Kinixys","Kinixys spekii","Reptilia","Squamata","Gekkonidae","Homopholis","Homopholis fasciata"
"9377","Reptilia","Testudines","Testudinidae","Kinixys","Kinixys spekii","Reptilia","Squamata","Gekkonidae","Lygodactylus","Lygodactylus capensis"
"9378","Reptilia","Testudines","Testudinidae","Kinixys","Kinixys spekii","Reptilia","Squamata","Gekkonidae","Lygodactylus","Lygodactylus manni"
"9379","Reptilia","Testudines","Testudinidae","Kinixys","Kinixys spekii","Reptilia","Squamata","Lacertidae","Heliobolus","Heliobolus spekii"
"9380","Reptilia","Testudines","Testudinidae","Kinixys","Kinixys spekii","Reptilia","Squamata","Lacertidae","Nucras","Nucras boulengeri"
"9381","Reptilia","Testudines","Testudinidae","Kinixys","Kinixys spekii","Reptilia","Squamata","Scincidae","Eumecia","Eumecia anchietae"
"9382","Reptilia","Testudines","Testudinidae","Kinixys","Kinixys spekii","Reptilia","Squamata","Scincidae","Mochlus","Mochlus sundevallii"
"9383","Reptilia","Testudines","Testudinidae","Kinixys","Kinixys spekii","Reptilia","Squamata","Scincidae","Trachylepis","Trachylepis maculilabris"
"9384","Reptilia","Testudines","Testudinidae","Kinixys","Kinixys spekii","Reptilia","Squamata","Scincidae","Trachylepis","Trachylepis striata"
"9385","Reptilia","Testudines","Testudinidae","Kinixys","Kinixys spekii","Reptilia","Squamata","Scincidae","Trachylepis","Trachylepis varia"
"9386","Reptilia","Testudines","Testudinidae","Malacochersus","Malacochersus tornieri","Reptilia","Squamata","Agamidae","Acanthocercus","Acanthocercus atricollis"
"9387","Reptilia","Testudines","Testudinidae","Malacochersus","Malacochersus tornieri","Reptilia","Squamata","Agamidae","Agama","Agama mwanzae"
"9388","Reptilia","Testudines","Testudinidae","Malacochersus","Malacochersus tornieri","Reptilia","Squamata","Chamaeleonidae","Chamaeleo","Chamaeleo anchietae"
"9389","Reptilia","Testudines","Testudinidae","Malacochersus","Malacochersus tornieri","Reptilia","Squamata","Chamaeleonidae","Chamaeleo","Chamaeleo dilepis"
"9390","Reptilia","Testudines","Testudinidae","Malacochersus","Malacochersus tornieri","Reptilia","Squamata","Gekkonidae","Chondrodactylus","Chondrodactylus turneri"
"9391","Reptilia","Testudines","Testudinidae","Malacochersus","Malacochersus tornieri","Reptilia","Squamata","Gekkonidae","Hemidactylus","Hemidactylus brookii"
"9392","Reptilia","Testudines","Testudinidae","Malacochersus","Malacochersus tornieri","Reptilia","Squamata","Gekkonidae","Hemidactylus","Hemidactylus mabouia"
"9393","Reptilia","Testudines","Testudinidae","Malacochersus","Malacochersus tornieri","Reptilia","Squamata","Gekkonidae","Hemidactylus","Hemidactylus squamulatus"
"9394","Reptilia","Testudines","Testudinidae","Malacochersus","Malacochersus tornieri","Reptilia","Squamata","Gekkonidae","Homopholis","Homopholis fasciata"
"9395","Reptilia","Testudines","Testudinidae","Malacochersus","Malacochersus tornieri","Reptilia","Squamata","Gekkonidae","Lygodactylus","Lygodactylus capensis"
"9396","Reptilia","Testudines","Testudinidae","Malacochersus","Malacochersus tornieri","Reptilia","Squamata","Gekkonidae","Lygodactylus","Lygodactylus manni"
"9397","Reptilia","Testudines","Testudinidae","Malacochersus","Malacochersus tornieri","Reptilia","Squamata","Lacertidae","Heliobolus","Heliobolus spekii"
"9398","Reptilia","Testudines","Testudinidae","Malacochersus","Malacochersus tornieri","Reptilia","Squamata","Lacertidae","Nucras","Nucras boulengeri"
"9399","Reptilia","Testudines","Testudinidae","Malacochersus","Malacochersus tornieri","Reptilia","Squamata","Scincidae","Eumecia","Eumecia anchietae"
"9400","Reptilia","Testudines","Testudinidae","Malacochersus","Malacochersus tornieri","Reptilia","Squamata","Scincidae","Mochlus","Mochlus sundevallii"
"9401","Reptilia","Testudines","Testudinidae","Malacochersus","Malacochersus tornieri","Reptilia","Squamata","Scincidae","Trachylepis","Trachylepis maculilabris"
"9402","Reptilia","Testudines","Testudinidae","Malacochersus","Malacochersus tornieri","Reptilia","Squamata","Scincidae","Trachylepis","Trachylepis striata"
"9403","Reptilia","Testudines","Testudinidae","Malacochersus","Malacochersus tornieri","Reptilia","Squamata","Scincidae","Trachylepis","Trachylepis varia"
"9404","Reptilia","Testudines","Testudinidae","Stigmochelys","Stigmochelys pardalis","Reptilia","Squamata","Agamidae","Acanthocercus","Acanthocercus atricollis"
"9405","Reptilia","Testudines","Testudinidae","Stigmochelys","Stigmochelys pardalis","Reptilia","Squamata","Agamidae","Agama","Agama mwanzae"
"9406","Reptilia","Testudines","Testudinidae","Stigmochelys","Stigmochelys pardalis","Reptilia","Squamata","Chamaeleonidae","Chamaeleo","Chamaeleo anchietae"
"9407","Reptilia","Testudines","Testudinidae","Stigmochelys","Stigmochelys pardalis","Reptilia","Squamata","Chamaeleonidae","Chamaeleo","Chamaeleo dilepis"
"9408","Reptilia","Testudines","Testudinidae","Stigmochelys","Stigmochelys pardalis","Reptilia","Squamata","Gekkonidae","Chondrodactylus","Chondrodactylus turneri"
"9409","Reptilia","Testudines","Testudinidae","Stigmochelys","Stigmochelys pardalis","Reptilia","Squamata","Gekkonidae","Hemidactylus","Hemidactylus brookii"
"9410","Reptilia","Testudines","Testudinidae","Stigmochelys","Stigmochelys pardalis","Reptilia","Squamata","Gekkonidae","Hemidactylus","Hemidactylus mabouia"
"9411","Reptilia","Testudines","Testudinidae","Stigmochelys","Stigmochelys pardalis","Reptilia","Squamata","Gekkonidae","Hemidactylus","Hemidactylus squamulatus"
"9412","Reptilia","Testudines","Testudinidae","Stigmochelys","Stigmochelys pardalis","Reptilia","Squamata","Gekkonidae","Homopholis","Homopholis fasciata"
"9413","Reptilia","Testudines","Testudinidae","Stigmochelys","Stigmochelys pardalis","Reptilia","Squamata","Gekkonidae","Lygodactylus","Lygodactylus capensis"
"9414","Reptilia","Testudines","Testudinidae","Stigmochelys","Stigmochelys pardalis","Reptilia","Squamata","Gekkonidae","Lygodactylus","Lygodactylus manni"
"9415","Reptilia","Testudines","Testudinidae","Stigmochelys","Stigmochelys pardalis","Reptilia","Squamata","Lacertidae","Heliobolus","Heliobolus spekii"
"9416","Reptilia","Testudines","Testudinidae","Stigmochelys","Stigmochelys pardalis","Reptilia","Squamata","Lacertidae","Nucras","Nucras boulengeri"
"9417","Reptilia","Testudines","Testudinidae","Stigmochelys","Stigmochelys pardalis","Reptilia","Squamata","Scincidae","Eumecia","Eumecia anchietae"
"9418","Reptilia","Testudines","Testudinidae","Stigmochelys","Stigmochelys pardalis","Reptilia","Squamata","Scincidae","Mochlus","Mochlus sundevallii"
"9419","Reptilia","Testudines","Testudinidae","Stigmochelys","Stigmochelys pardalis","Reptilia","Squamata","Scincidae","Trachylepis","Trachylepis maculilabris"
"9420","Reptilia","Testudines","Testudinidae","Stigmochelys","Stigmochelys pardalis","Reptilia","Squamata","Scincidae","Trachylepis","Trachylepis striata"
"9421","Reptilia","Testudines","Testudinidae","Stigmochelys","Stigmochelys pardalis","Reptilia","Squamata","Scincidae","Trachylepis","Trachylepis varia"
"9422","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Aves","Bucerotiformes","Phoeniculidae","Phoeniculus","Phoeniculus purpureus"
"9423","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Aves","Bucerotiformes","Upupidae","Upupa","Upupa epops"
"9424","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Aves","Coraciiformes","Alcedinidae","Halcyon","Halcyon chelicuti"
"9425","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Aves","Passeriformes","Cisticolidae","Eremomela","Eremomela icteropygialis"
"9426","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Aves","Passeriformes","Dicruridae","Dicrurus","Dicrurus adsimilis"
"9427","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Aves","Passeriformes","Dicruridae","Dicrurus","Dicrurus ludwigii"
"9428","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Aves","Passeriformes","Laniidae","Eurocephalus","Eurocephalus anguitimens"
"9429","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Aves","Passeriformes","Laniidae","Lanius","Lanius excubitoroides"
"9430","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Aves","Passeriformes","Laniidae","Urolestes","Urolestes melanoleucus"
"9431","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Aves","Passeriformes","Malaconotidae","Laniarius","Laniarius funebris"
"9432","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Aves","Passeriformes","Malaconotidae","Nilaus","Nilaus afer"
"9433","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Aves","Passeriformes","Malaconotidae","Tchagra","Tchagra australis"
"9434","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Aves","Passeriformes","Motacillidae","Anthus","Anthus richardi"
"9435","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Aves","Passeriformes","Motacillidae","Macronyx","Macronyx ameliae"
"9436","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Aves","Passeriformes","Motacillidae","Macronyx","Macronyx croceus"
"9437","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Aves","Passeriformes","Muscicapidae","Empidornis","Empidornis semipartitus"
"9438","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Aves","Passeriformes","Paridae","Parus","Parus fringillinus"
"9439","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Aves","Passeriformes","Passeridae","Passer","Passer motitensis"
"9440","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Aves","Passeriformes","Ploceidae","Anaplectes","Anaplectes rubriceps"
"9441","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Aves","Passeriformes","Ploceidae","Dinemellia","Dinemellia dinemelli"
"9442","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Aves","Passeriformes","Sturnidae","Lamprotornis","Lamprotornis hildebrandti"
"9443","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Aves","Piciformes","Indicatoridae","Indicator","Indicator indicator"
"9444","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Aves","Piciformes","Picidae","Dendropicos","Dendropicos goertae"
"9445","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Aves","Charadriiformes","Charadriidae","Charadrius","Charadrius pecuarius"
"9446","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Aves","Charadriiformes","Charadriidae","Charadrius","Charadrius tricollaris"
"9447","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Aves","Charadriiformes","Charadriidae","Vanellus","Vanellus armatus"
"9448","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus capensis"
"9449","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Mammalia","Macroscelidea","Macroscelididae","Elephantulus","Elephantulus rufescens"
"9450","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Mammalia","Rodentia","Bathyergidae","Heliophobius","Heliophobius argenteocinereus"
"9451","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Mammalia","Rodentia","Gliridae","Graphiurus","Graphiurus murinus"
"9452","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Mammalia","Rodentia","Muridae","Acomys","Acomys wilsoni"
"9453","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Mammalia","Rodentia","Muridae","Aethomys","Aethomys chrysophilus"
"9454","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Mammalia","Rodentia","Muridae","Aethomys","Aethomys kaiseri"
"9455","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Mammalia","Rodentia","Muridae","Arvicanthis","Arvicanthis niloticus"
"9456","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Mammalia","Rodentia","Muridae","Dipodillus","Dipodillus harwoodi"
"9457","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Mammalia","Rodentia","Muridae","Gerbilliscus","Gerbilliscus robustus"
"9458","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Mammalia","Rodentia","Muridae","Grammomys","Grammomys dolichurus"
"9459","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Mammalia","Rodentia","Muridae","Lemniscomys","Lemniscomys barbarus"
"9460","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Mammalia","Rodentia","Muridae","Lemniscomys","Lemniscomys griselda"
"9461","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Mammalia","Rodentia","Muridae","Lemniscomys","Lemniscomys striatus"
"9462","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Mammalia","Rodentia","Muridae","Mastomys","Mastomys natalensis"
"9463","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Mammalia","Rodentia","Muridae","Mus","Mus minutoides"
"9464","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Mammalia","Rodentia","Muridae","Mus","Mus musculus"
"9465","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Mammalia","Rodentia","Muridae","Otomys","Otomys angoniensis"
"9466","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Mammalia","Rodentia","Muridae","Rattus","Rattus rattus"
"9467","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Mammalia","Rodentia","Muridae","Rhabdomys","Rhabdomys pumilio"
"9468","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Mammalia","Rodentia","Muridae","Thallomys","Thallomys paedulcus"
"9469","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Mammalia","Rodentia","Muridae","Zelotomys","Zelotomys hildegardeae"
"9470","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Mammalia","Rodentia","Nesomyidae","Dendromus","Dendromus melanotis"
"9471","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Mammalia","Rodentia","Nesomyidae","Saccostomus","Saccostomus campestris"
"9472","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Mammalia","Rodentia","Nesomyidae","Steatomys","Steatomys pratensis"
"9473","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Mammalia","Rodentia","Pedetidae","Pedetes","Pedetes capensis"
"9474","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Mammalia","Rodentia","Spalacidae","Tachyoryctes","Tachyoryctes splendens"
"9475","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Mammalia","Rodentia","Thryonomyidae","Thryonomys","Thryonomys gregorianus"
"9476","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Mammalia","Rodentia","Thryonomyidae","Thryonomys","Thryonomys swinderianus"
"9477","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Aves","Anseriformes","Anatidae","Alopochen","Alopochen aegyptiaca"
"9478","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Aves","Anseriformes","Anatidae","Anas","Anas capensis"
"9479","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Aves","Columbiformes","Columbidae","Columba","Columba guinea"
"9480","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Aves","Columbiformes","Columbidae","Streptopelia","Streptopelia capicola"
"9481","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Aves","Columbiformes","Columbidae","Treron","Treron calvus"
"9482","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Aves","Passeriformes","Estrildidae","Pytilia","Pytilia melba"
"9483","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Aves","Passeriformes","Estrildidae","Uraeginthus","Uraeginthus bengalus"
"9484","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Aves","Passeriformes","Estrildidae","Uraeginthus","Uraeginthus ianthinogaster"
"9485","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Aves","Passeriformes","Passeridae","Histurgops","Histurgops ruficauda"
"9486","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Aves","Psittaciformes","Psittacidae","Agapornis","Agapornis fischeri"
"9487","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Aves","Psittaciformes","Psittacidae","Poicephalus","Poicephalus meyeri"
"9488","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Reptilia","Squamata","Agamidae","Acanthocercus","Acanthocercus atricollis"
"9489","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Reptilia","Squamata","Agamidae","Agama","Agama mwanzae"
"9490","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Reptilia","Squamata","Chamaeleonidae","Chamaeleo","Chamaeleo anchietae"
"9491","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Reptilia","Squamata","Chamaeleonidae","Chamaeleo","Chamaeleo dilepis"
"9492","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Reptilia","Squamata","Gekkonidae","Chondrodactylus","Chondrodactylus turneri"
"9493","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Reptilia","Squamata","Gekkonidae","Hemidactylus","Hemidactylus brookii"
"9494","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Reptilia","Squamata","Gekkonidae","Hemidactylus","Hemidactylus mabouia"
"9495","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Reptilia","Squamata","Gekkonidae","Hemidactylus","Hemidactylus squamulatus"
"9496","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Reptilia","Squamata","Gekkonidae","Homopholis","Homopholis fasciata"
"9497","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Reptilia","Squamata","Gekkonidae","Lygodactylus","Lygodactylus capensis"
"9498","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Reptilia","Squamata","Gekkonidae","Lygodactylus","Lygodactylus manni"
"9499","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Reptilia","Squamata","Lacertidae","Heliobolus","Heliobolus spekii"
"9500","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Reptilia","Squamata","Lacertidae","Nucras","Nucras boulengeri"
"9501","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Reptilia","Squamata","Scincidae","Eumecia","Eumecia anchietae"
"9502","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Reptilia","Squamata","Scincidae","Mochlus","Mochlus sundevallii"
"9503","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Reptilia","Squamata","Scincidae","Trachylepis","Trachylepis maculilabris"
"9504","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Reptilia","Squamata","Scincidae","Trachylepis","Trachylepis striata"
"9505","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Reptilia","Squamata","Scincidae","Trachylepis","Trachylepis varia"
"9506","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Mammalia","Hyracoidea","Procaviidae","Procavia","Procavia capensis"
"9507","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus victoriae"
"9508","Aves","Accipitriformes","Accipitridae","Torgos","Torgos tracheliotus","Mammalia","Lagomorpha","Leporidae","Pronolagus","Pronolagus rupestris"
"9509","Reptilia","Squamata","Varanidae","Varanus","Varanus niloticus","Amphibia","Anura","Arthroleptidae","Leptopelis","Leptopelis bocagii"
