"","Species","Trophic_level","Diel_activity","Habitat_breadth_IUCN","Artificial_habitat_use","Forest","Savanna","Shrubland","Grassland","Wetland","Rocky.areas","Caves.and.subterranean","Desert","Marine","Marine.intertidal.or.coastal.supratidal","Artificial","Introduced.vegetation","Other.Unknown","Class","Order","Family","Genus","Body_mass_g","Maturity_d","Max_longevity_d","Litter_clutch_size"
"1211","Darevskia sapphirina","Carnivore","Other",2,"FALSE","0","0","0","1","0","1","0","0","0","0","0","0","0","Reptilia","Squamata","Lacertidae","Darevskia",4.35511873685569,913.2,2191.5,3.50012877079217
"1212","Darevskia saxicola","Omnivore","Other",1,"FALSE","0","0","0","0","0","1","0","0","0","0","0","0","0","Reptilia","Squamata","Lacertidae","Darevskia",7.625,730.56,1862.775,4.00036851046125
"1213","Darevskia unisexualis","Carnivore","Other",1,"FALSE","0","0","0","0","0","1","0","0","0","0","0","0","0","Reptilia","Squamata","Lacertidae","Darevskia",4.9,1278.48,2739.375,5.00034534976978
"1214","Darevskia uzzelli","Carnivore","Other",2,"FALSE","1","0","0","0","0","1","0","0","0","0","0","0","0","Reptilia","Squamata","Lacertidae","Darevskia",5.1,913.2,2191.5,3.69028127420637
"1215","Darevskia valentini","Carnivore","Other",4,"FALSE","0","0","1","1","0","1","0","0","0","0","0","0","0","Reptilia","Squamata","Lacertidae","Darevskia",7.8,1278.48,1826.25,5.19997998266758
"1216","Dinarolacerta montenegrina","Carnivore","Other",5.86764326470631,"TRUE","1","0","1","0","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Dinarolacerta",6.08368164794253,430.431431428572,1411.38584917404,3.70393166630878
"1217","Dinarolacerta mosorensis","Carnivore","Other",4,"FALSE","1","0","1","0","0","1","0","0","0","0","0","0","0","Reptilia","Squamata","Lacertidae","Dinarolacerta",6.105,1095.84,3287.25,4.75006989383119
"1218","Dolichophis caspius","Carnivore","Other",8,"TRUE","1","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Dolichophis",1200.5,1262.12118614087,6585.06430516616,10
"1219","Dolichophis jugularis","Carnivore","Other",9,"TRUE","1","0","1","1","1","0","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Dolichophis",1199.49930314938,1286.318205625,3762.075,9.5
"1220","Dolichophis schmidti","Carnivore","Other",8,"TRUE","0","0","1","1","0","1","0","1","0","0","1","0","0","Reptilia","Squamata","Colubridae","Dolichophis",386.6,1396.83531822421,4186.35625117797,9
"1221","Eirenis aurolineatus","Carnivore","Other",5.3721,"TRUE","1","0","1","0","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Eirenis",18.1985042930499,1193.29054985119,3068.11501511191,5.1729127311502
"1222","Eirenis barani","Carnivore","Other",5.10693333333333,"TRUE","1","0","1","0","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Eirenis",19.382109819733,1178.75639985119,2853.16539011191,4.96923480335039
"1223","Eirenis coronella","Carnivore","Other",4.51564761904762,"TRUE","1","0","1","0","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Eirenis",5.99895538127755,1173.17731175595,2746.14714011191,4.40540232256443
"1224","Eirenis coronelloides","Carnivore","Other",4.72964761904762,"TRUE","1","0","1","0","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Eirenis",6.391226155,1175.60148318452,2556.75,4.62767216012471
"1225","Eirenis decemlineatus","Carnivore","Other",6,"TRUE","1","0","1","0","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Eirenis",48.006156715,1283.28092264881,7305,6
"1226","Eirenis eiselti","Carnivore","Other",5.2401,"TRUE","1","0","1","0","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Eirenis",11.4275647072277,1196.94299985119,3009.03582761191,4.95592581025237
"1227","Eirenis hakkariensis","Carnivore","Other",8.94901815575729,"TRUE","1","0","1","1","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Eirenis",1074.7245890752,1205.69415090278,5973.00510947288,10.4380177870646
"1228","Eirenis levantinus","Carnivore","Nocturnal",5.30785641025641,"TRUE","1","0","1","0","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Eirenis",16.5098089911451,1201.09115699405,3067.08014011191,4.87855730354426
"1229","Eirenis lineomaculatus","Carnivore","Other",4.59964761904762,"TRUE","1","0","1","0","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Eirenis",6.29753091428599,1175.30776175595,2740.85101511191,4.49262044385764
"1230","Eirenis medus","Carnivore","Other",4.51564761904762,"TRUE","1","0","1","0","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Eirenis",5.99895538127755,1173.17731175595,2746.14714011191,4.40540232256443
"1231","Eirenis modestus","Carnivore","Nocturnal",5,"TRUE","1","0","1","0","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Eirenis",32.0313466225273,1213.41863199405,3276.80784963572,5.5
"1232","Eirenis persicus","Carnivore","Nocturnal",7.81022084195997,"TRUE","1","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Eirenis",142.530379680109,1272.73578340278,6010.28615797228,9.995233694722
"1233","Eirenis punctatolineatus","Carnivore","Nocturnal",4,"FALSE","0","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Eirenis",32.0313466225273,1363.76515401786,3577.49241420655,7
"1234","Eirenis rothii","Carnivore","Nocturnal",2,"TRUE","0","0","1","0","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Eirenis",6.3027781371042,1251.77559782738,3615.975,3
"1235","Eirenis thospitis","Carnivore","Other",5.3521,"TRUE","1","0","1","0","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Eirenis",17.9775647072277,1193.29054985119,3046.29132761191,5.1629127311502
"1236","Elaphe dione","Carnivore","Other",8,"TRUE","1","0","1","1","1","1","0","1","0","0","1","0","0","Reptilia","Squamata","Colubridae","Elaphe",117.209768277407,1369.89957000992,6040.73583297228,9.5
"1237","Elaphe quatuorlineata","Carnivore","Other",5,"TRUE","1","0","1","0","1","0","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Elaphe",3394.15,1440.78638267857,1899.3,10.75
"1238","Elaphe sauromates","Carnivore","Other",10,"TRUE","0","0","1","1","0","1","0","1","0","0","1","0","0","Reptilia","Squamata","Colubridae","Elaphe",434.828576896871,1445.66256770833,3360.3,11
"1239","Emys orbicularis","Carnivore","Other",6.37811868686869,"TRUE","1","0","1","1","0","0","0","0","0","0","1","0","0","Reptilia","Testudines","Emydidae","Emys",1028.57401430733,4017.64,43830,8.2
"1240","Emys trinacris","Carnivore","Other",7.12534090909091,"TRUE","1","1","1","0","0","0","0","0","0","0","1","0","0","Reptilia","Testudines","Emydidae","Emys",548.276964920854,2369.64097666667,14930.1561519886,11.3235647329196
"1241","Eremias arguta","Carnivore","Other",6.6962470657362,"TRUE","1","0","1","1","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Eremias",22.8559880337543,334.84,2284.64391084384,3.62486501122742
"1242","Eremias intermedia","Carnivore","Other",2,"FALSE","0","0","1","0","0","0","0","1","0","0","0","0","0","Reptilia","Squamata","Lacertidae","Eremias",7.6,847.621817619047,3043.83826875,1.99993093481637
"1243","Eremias persica","Carnivore","Other",6.49069402993471,"TRUE","1","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Eremias",21.5,1095.76,5104.36875,5.00017267488489
"1244","Eremias pleskei","Omnivore","Other",1,"FALSE","0","0","0","0","0","0","0","1","0","0","0","0","0","Reptilia","Squamata","Lacertidae","Eremias",5.1,730.56,2806.60371941964,4
"1245","Eremias scripta","Carnivore","Other",6,"FALSE","0","0","1","1","0","0","0","1","0","0","0","0","0","Reptilia","Squamata","Lacertidae","Eremias",6.69942304708263,724.027704130036,2611.47077044005,1.50001509522797
"1246","Eremias strauchi","Omnivore","Other",4,"FALSE","0","0","1","0","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Eremias",7.565,296.79,2556.75,6.25
"1247","Eremias suphani","Carnivore","Other",1,"FALSE","0","0","0","0","0","0","0","1","0","0","0","0","0","Reptilia","Squamata","Lacertidae","Eremias",5.8239504207224,2009.04,3652.5,3.50012877079217
"1248","Eryx jaculus","Carnivore","Nocturnal",8.09668115942029,"TRUE","1","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Boidae","Eryx",196,1421.00491078373,9021.675,9.5
"1249","Eryx miliaris","Carnivore","Nocturnal",8.03713888888889,"TRUE","1","1","1","1","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Boidae","Eryx",277.823604723533,1386.22646145833,8957.75625,12.625
"1250","Eublepharis angramainyu","Carnivore","Nocturnal",2,"FALSE","0","0","1","0","0","1","0","0","0","0","0","0","0","Reptilia","Squamata","Eublepharidae","Eublepharis",114.9,1281.64227821428,5520.92132348901,1.99986186963274
"1251","Euleptes europaea","Carnivore","Nocturnal",2,"FALSE","0","0","0","0","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Sphaerodactylidae","Euleptes",1.73803382397974,730.56,7670.25,1.875
"1252","Eumeces schneiderii","Omnivore","Other",6.88707509157509,"TRUE","1","0","1","1","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Scincidae","Eumeces",79.305,1050.18,5716.1625,11
"1253","Gallotia atlantica","Omnivore","Other",7,"TRUE","1","0","1","0","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Gallotia",9.365,730.56,4930.875,2.19994255452462
"1254","Gallotia auaritae","Herbivore","Other",6,"FALSE","0","0","1","0","0","1","0","0","0","0","0","0","0","Reptilia","Squamata","Lacertidae","Gallotia",1030.58147795,913.2,7305,10.15
"1255","Gallotia bravoana","Herbivore","Other",2,"FALSE","0","0","1","0","0","1","0","0","0","0","0","0","0","Reptilia","Squamata","Lacertidae","Gallotia",96.89,730.56,4748.25,5.00034534976978
"1256","Gallotia caesaris","Omnivore","Other",8,"TRUE","1","0","1","0","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Gallotia",16.48,700.12,3214.2,3.15
"1257","Gallotia galloti","Herbivore","Other",8,"TRUE","1","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Gallotia",27.49,996.91,3762.075,4.095
"1258","Gallotia intermedia","Omnivore","Other",2,"FALSE","0","0","1","0","0","1","0","0","0","0","0","0","0","Reptilia","Squamata","Lacertidae","Gallotia",77.7630427735125,838.541889047618,3798.6,7.4
"1259","Gallotia simonyi","Omnivore","Other",7.69786339385253,"TRUE","1","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Gallotia",63.9381969875857,799.020896319791,4302.77904661134,7.94539905151258
"1260","Gallotia stehlini","Herbivore","Other",4,"TRUE","0","0","1","0","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Gallotia",178.65,1263.26,3396.825,9.9
"1261","Gloydius intermedius","Carnivore","Other",6.83577212401126,"TRUE","1","0","1","1","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Viperidae","Gloydius",239.673066205103,1036.52433037698,4565.625,8.45664403827361
"1262","Hellenolacerta graeca","Carnivore","Other",4,"FALSE","1","0","1","0","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Hellenolacerta",14.1,541.338280317461,1372.42338518595,3.50012877079217
"1263","Hemidactylus turcicus","Carnivore","Nocturnal",7,"TRUE","0","0","1","0","0","1","1","0","0","1","1","0","0","Reptilia","Squamata","Gekkonidae","Hemidactylus",2.53,365.25,3177.675,2
"1264","Hemorrhois algirus","Carnivore","Other",7,"TRUE","0","0","1","0","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Hemorrhois",165.3,1325.52560848214,3731.08440714286,8.12861601993607
"1265","Hemorrhois hippocrepis","Carnivore","Other",7,"TRUE","0","0","1","0","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Hemorrhois",680.769358693742,1390.07341276786,2301.075,9.5
"1266","Hemorrhois nummifer","Carnivore","Other",8,"TRUE","1","0","1","0","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Hemorrhois",138.036409005,1408.56891780754,5040.45,11.5
"1267","Hemorrhois ravergieri","Carnivore","Other",3,"FALSE","1","0","0","0","0","1","0","1","0","0","0","0","0","Reptilia","Squamata","Colubridae","Hemorrhois",260.472984844542,1393.43671551587,5040.45,11.5
"1268","Heremites auratus","Carnivore","Other",6.62512612387613,"TRUE","1","0","1","1","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Scincidae","Heremites",33.8,684.9,3559.99355983081,4.5
"1269","Heremites septemtaeniatus","Carnivore","Other",6.13204279054279,"TRUE","1","0","1","1","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Scincidae","Heremites",25.1767692775886,439.576794404762,1735.04410929487,4.00018425523063
"1270","Heremites vittatus","Carnivore","Other",6.08537612387612,"TRUE","1","0","1","1","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Scincidae","Heremites",18.2,304.4,1672.11421011905,4.35
"1271","Hierophis cypriensis","Carnivore","Other",9.51431577480491,"TRUE","1","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Hierophis",4066.31664582606,1271.34588911706,5985.63822058823,15.9923419312913
"1272","Hierophis gemonensis","Carnivore","Nocturnal",4,"TRUE","0","0","1","0","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Hierophis",219.4,1259.53488284722,5631.53032884615,6.5
"1273","Hierophis viridiflavus","Carnivore","Other",8,"TRUE","1","0","1","0","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Hierophis",386.483488527035,1358.18584032738,12053.25,12.5
"1274","Iberolacerta aranica","Carnivore","Other",3,"TRUE","0","0","0","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Iberolacerta",6.96626514110769,1263.26,3780.91985012755,3
"1275","Iberolacerta aurelioi","Carnivore","Other",3,"TRUE","0","0","0","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Iberolacerta",4.11,1171.94,6209.25,2.51478001299561
"1276","Iberolacerta bonnali","Carnivore","Other",3,"TRUE","0","0","0","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Iberolacerta",6.5,715.34,2796.07594722577,3.01485130133071
"1277","Iberolacerta cyreni","Carnivore","Other",5,"FALSE","1","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Iberolacerta",17.298163592151,304.4,2465.07139023945,6.14970590274279
"1278","Iberolacerta galani","Carnivore","Other",1,"FALSE","0","0","0","0","0","1","0","0","0","0","0","0","0","Reptilia","Squamata","Lacertidae","Iberolacerta",14.1289688997854,1049.64369386364,3126.08180691964,4.49993516936075
"1279","Iberolacerta horvathi","Carnivore","Other",3,"FALSE","1","0","1","0","0","1","0","0","0","0","0","0","0","Reptilia","Squamata","Lacertidae","Iberolacerta",6.4,730.56,2282.71622724961,3.7
"1280","Iberolacerta martinezricai","Carnivore","Nocturnal",2,"FALSE","1","0","0","0","0","1","0","0","0","0","0","0","0","Reptilia","Squamata","Lacertidae","Iberolacerta",7.60163138470091,1278.48,2922,4.00036851046125
"1281","Iberolacerta monticola","Carnivore","Other",4,"FALSE","1","0","1","0","1","1","0","0","0","0","0","0","0","Reptilia","Squamata","Lacertidae","Iberolacerta",10.9143418052797,715.34,5478.75,6.29970590274279
"1282","Iranolacerta brandtii","Carnivore","Other",3,"FALSE","0","0","1","1","0","1","0","0","0","0","0","0","0","Reptilia","Squamata","Lacertidae","Iranolacerta",10.3,913.2,2191.5,3.50012877079217
"1283","Lacerta agilis","Carnivore","Other",9,"TRUE","1","0","1","1","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Lacerta",10.60448715,730.525,4930.875,7.7
"1284","Lacerta bilineata","Carnivore","Other",5,"TRUE","1","0","1","1","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Lacerta",23.725,593.5425,4200.375,11.0509598233154
"1285","Lacerta media","Carnivore","Other",14,"TRUE","1","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Lacerta",35.876914865,776.1825,3762.075,9.9425
"1286","Lacerta pamphylica","Carnivore","Other",3,"FALSE","0","0","1","0","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Lacerta",39.1,821.805,3652.5,6.00067353864116
"1287","Lacerta schreiberi","Carnivore","Other",5,"TRUE","1","0","1","0","1","0","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Lacerta",25.84,487.04,3652.5,12.4
"1288","Lacerta strigata","Carnivore","Other",8,"TRUE","1","0","1","1","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Lacerta",23.13023311,547.92,2556.75,10.335
"1289","Lacerta trilineata","Omnivore","Other",7.69786339385253,"TRUE","1","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Lacerta",63.9381969875857,799.020896319791,4302.77904661134,7.94539905151258
"1290","Lacerta viridis","Carnivore","Other",8,"TRUE","1","0","1","1","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Lacerta",58.200724835,730.56,3652.5,8.9
"1291","Letheobia episcopus","Carnivore","Other",6.733231168235,"TRUE","1","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Typhlopidae","Letheobia",21.0188921988324,916.565969278846,4092.56493865609,5.37517228289636
"1292","Macroprotodon brevis","Carnivore","Other",4,"TRUE","1","0","1","1","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Macroprotodon",20.2,1157.06748086309,2154.975,4
"1293","Macroprotodon cucullatus","Carnivore","Nocturnal",10,"TRUE","1","0","1","0","1","0","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Macroprotodon",25.7,1241.29248963294,3999.4875,5
"1294","Macroprotodon mauritanicus","Carnivore","Other",5.15575213675214,"TRUE","1","0","1","0","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Macroprotodon",29.9,1149.11290461309,2154.975,4
"1295","Macrovipera lebetinus","Carnivore","Other",7.60941858865772,"TRUE","1","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Viperidae","Macrovipera",1306,1451.4546415873,4857.825,15.75
"1296","Macrovipera schweizeri","Carnivore","Other",3,"FALSE","0","0","1","0","1","0","0","0","0","0","1","0","0","Reptilia","Squamata","Viperidae","Macrovipera",634.6,1299.95768181548,4127.325,8.25
"1297","Malpolon monspessulanus","Carnivore","Other",10,"TRUE","0","0","1","1","0","1","0","1","0","0","1","0","0","Reptilia","Squamata","Psammophiidae","Malpolon",388.150365990648,1643.76,3981.225,8
"1298","Mauremys caspica","Carnivore","Other",6.88424001722915,"TRUE","1","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Testudines","Geoemydidae","Mauremys",1336.86188511049,2106.33139465278,7597.2,9
"1299","Mauremys leprosa","Carnivore","Other",6.71201779500693,"TRUE","1","0","1","1","0","0","0","0","0","0","1","0","0","Reptilia","Testudines","Geoemydidae","Mauremys",1433.71788511049,2922,8966.8875,8.7
"1300","Mauremys rivulata","Carnivore","Other",7.27114219114219,"TRUE","1","0","1","0","0","0","0","0","0","0","1","0","0","Reptilia","Testudines","Geoemydidae","Mauremys",1111.74451991832,2115.05985527778,12345.45,12
"1301","Mediodactylus heterocercus","Carnivore","Nocturnal",5,"TRUE","0","0","1","0","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Gekkonidae","Mediodactylus",3.11664286215779,406.38084047619,1301.1726875,2
"1302","Mediodactylus kotschyi","Carnivore","Other",7,"TRUE","0","0","1","0","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Gekkonidae","Mediodactylus",1.80398841539786,418.55,2922,2
"1303","Mediodactylus russowii","Carnivore","Other",4,"FALSE","0","0","1","0","0","1","0","1","0","0","1","0","0","Reptilia","Squamata","Gekkonidae","Mediodactylus",3.3,608.8,1535.83059375,1.5
"1304","Mesalina brevirostris","Carnivore","Other",3,"FALSE","0","0","1","0","0","0","0","1","0","1","0","0","0","Reptilia","Squamata","Lacertidae","Mesalina",5.05824662003114,365.28,1812.29335543155,3.70015892237533
"1305","Montivipera albizona","Carnivore","Other",6.8104665684557,"TRUE","1","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Viperidae","Montivipera",252.914899822307,1213.8460403373,6524.49216858869,9.58684151849292
"1306","Montivipera bulgardaghica","Carnivore","Other",6.53528540903541,"TRUE","1","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Viperidae","Montivipera",225.511960607622,1212.0116028373,6656.45547171369,9.60490371154038
"1307","Montivipera raddei","Carnivore","Other",3,"FALSE","1","0","1","0","0","1","0","0","0","0","0","0","0","Reptilia","Squamata","Viperidae","Montivipera",687.068440014232,1202.68974508928,3908.175,6.25
"1308","Montivipera wagneri","Carnivore","Other",1,"FALSE","0","0","0","0","0","1","0","0","0","0","0","0","0","Reptilia","Squamata","Viperidae","Montivipera",448.822694966566,1231.14077813492,5531.13553790267,11
"1309","Montivipera xanthina","Carnivore","Other",6,"TRUE","0","0","1","1","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Viperidae","Montivipera",666,1287.03678507936,5990.1,8.5
"1310","Muhtarophis barani","Carnivore","Other",5.2501,"TRUE","1","0","1","0","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Muhtarophis",11.6206301470525,1191.46559985119,3009.03582761191,4.95592581025237
"1311","Myriopholis macrorhyncha","Carnivore","Other",6.03452861751775,"TRUE","1","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Leptotyphlopidae","Myriopholis",4.37755936842784,904.014519841616,4032.92466738946,3
"1312","Natrix maura","Carnivore","Other",16,"TRUE","1","0","1","0","1","0","0","0","1","1","1","0","0","Reptilia","Squamata","Colubridae","Natrix",135.8,1643.58,5332.65,11.5
"1313","Natrix natrix","Carnivore","Other",7.84134355258268,"TRUE","1","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Natrix",113.7295279,1369.4375,7305,9.2
"1314","Natrix tessellata","Carnivore","Other",18,"TRUE","0","0","0","1","1","0","0","0","1","1","1","0","0","Reptilia","Squamata","Colubridae","Natrix",283.791902844156,1374.05992642857,3049.8375,15
"1315","Ophiomorus punctatissimus","Carnivore","Other",2,"TRUE","0","0","0","1","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Scincidae","Ophiomorus",2.48586207250807,1095.84,4097.45158762755,3.5
"1316","Ophisops elegans","Carnivore","Other",5.16460804268196,"TRUE","1","0","1","0","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Ophisops",2.83,456.6,2191.5,3.78513064019508
"1317","Paralaudakia caucasia","Omnivore","Other",7.01879990178903,"TRUE","0","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Agamidae","Paralaudakia",52.74,1065.4,4930.875,8.74990739862405
"1318","Parvilacerta parva","Carnivore","Other",5,"TRUE","0","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Parvilacerta",3.43,730.52,2922,3
"1319","Phoenicolacerta cyanisparsa","Carnivore","Other",4,"FALSE","0","0","1","0","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Phoenicolacerta",6.40604788292581,641.167363809524,1734.54634188988,3.50079602086053
"1320","Phoenicolacerta laevis","Carnivore","Other",7,"TRUE","1","0","1","0","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Phoenicolacerta",6.7,213.08,1680.15,5.2
"1321","Phoenicolacerta troodica","Carnivore","Other",4,"TRUE","0","0","1","0","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Phoenicolacerta",7.97994687267977,648.38874453869,2423.79680055361,5
"1322","Phrynocephalus guttatus","Omnivore","Other",2,"FALSE","0","0","0","0","0","0","0","1","0","0","0","0","0","Reptilia","Squamata","Agamidae","Phrynocephalus",5.815,471.82,1826.25,3.2
"1323","Phrynocephalus helioscopus","Carnivore","Nocturnal",2,"FALSE","0","0","1","0","0","0","0","1","0","0","0","0","0","Reptilia","Squamata","Agamidae","Phrynocephalus",11,365.28,1095.75,6
"1324","Phrynocephalus mystaceus","Carnivore","Other",5.84059654234654,"TRUE","0","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Agamidae","Phrynocephalus",42.4228672240097,730.56,1789.725,5
"1325","Phrynocephalus persicus","Carnivore","Other",3,"FALSE","0","0","1","1","0","0","0","1","0","0","0","0","0","Reptilia","Squamata","Agamidae","Phrynocephalus",4.775,319.62,1826.25,4.49993516936075
"1326","Platyceps collaris","Carnivore","Other",6,"TRUE","0","0","1","0","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Platyceps",117.2,1361.66639523809,1680.15,6.75
"1327","Platyceps najadum","Carnivore","Nocturnal",10,"TRUE","1","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Platyceps",228.2,1281.27809536706,5857.25945261514,9.5
"1328","Platyceps ventromaculatus","Carnivore","Other",6.59842735042735,"TRUE","0","0","1","0","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Colubridae","Platyceps",130.95882196,1399.38195044643,2118.45,8
"1329","Podarcis bocagei","Omnivore","Other",7.69786339385253,"TRUE","1","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Podarcis",63.9381969875857,799.020896319791,4302.77904661134,7.94539905151258
"1330","Podarcis carbonelli","Carnivore","Other",7,"TRUE","1","0","1","0","0","0","0","0","0","1","1","0","0","Reptilia","Squamata","Lacertidae","Podarcis",6.4,487.04,1461,3.40016505804071
"1331","Podarcis erhardii","Omnivore","Other",7.69786339385253,"TRUE","1","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Podarcis",63.9381969875857,799.020896319791,4302.77904661134,7.94539905151258
"1332","Podarcis filfolensis","Omnivore","Other",5,"TRUE","0","0","1","0","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Podarcis",6.61,435.298796190476,876.6,2.49976970217851
"1333","Podarcis gaigeae","Carnivore","Other",12,"TRUE","0","0","1","0","1","1","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Podarcis",7.61,327.23,1461,2.5
"1334","Podarcis hispanicus","Omnivore","Other",7,"TRUE","1","0","1","0","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Podarcis",6.546,243.52,4748.25,2.85
"1335","Podarcis lilfordi","Omnivore","Other",3,"FALSE","1","0","1","0","0","1","0","0","0","0","0","0","0","Reptilia","Squamata","Lacertidae","Podarcis",6.235,365.28,4930.875,2.49988485108925
"1336","Podarcis liolepis","Omnivore","Other",7.20715132331437,"TRUE","1","0","1","0","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Podarcis",11.8,213.08,1095.75,2.80027059501064
"1337","Podarcis melisellensis","Carnivore","Other",4,"TRUE","1","0","1","0","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Lacertidae","Podarcis",5.57,522.386311904762,1260.1125,4.525
