"","Species.ID","ITIS.code","Catalogue.of.Life","Class","Order","Family","Species","Author","synonym1","synonym2","synonym3"
"350","B250",177147,"v1.9 rev 2126ab0","Aves","Columbiformes","Columbidae","Streptopelia senegalensis","(Linnaeus, 1766)Ê","Streptopelia senegalensis","Stigmatopelia senegalensis","Columba senegalensis"
"351","B251",554674,"v1.9 rev 2126ab0","Aves","Cuculiformes","Cuculidae","Clamator glandarius","(Linnaeus, 1758)Ê",NA,NA,NA
"352","B252",177822,"v1.9 rev 2126ab0","Aves","Cuculiformes","Cuculidae","Cuculus canorus","Linnaeus, 1758Ê",NA,NA,NA
"353","B253",177823,"v1.9 rev 2126ab0","Aves","Cuculiformes","Cuculidae","Cuculus saturatus","Blyth, 1843Ê","Cuculus saturatus saturatus",NA,NA
"354","B254",177851,"v1.9 rev 2126ab0","Aves","Strigiformes","Tytonidae","Tyto alba","(Scopoli, 1769)Ê","Strix alba",NA,NA
"355","B255",555375,"v1.9 rev 2126ab0","Aves","Strigiformes","Strigidae","Otus brucei","(Hume, 1872)Ê","Ephialtes brucei",NA,NA
"356","B256",555376,"v1.9 rev 2126ab0","Aves","Strigiformes","Strigidae","Otus scops","(Linnaeus, 1758)Ê","Strix scops",NA,NA
"357","B257",555404,"v1.9 rev 2126ab0","Aves","Strigiformes","Strigidae","Bubo bubo","(Linnaeus, 1758)Ê","Strix bubo",NA,NA
"358","B258",686683,"v1.9 rev 2126ab0","Aves","Strigiformes","Strigidae","Bubo scandiacus","(Linnaeus, 1758)Ê","Bubo virginianus wapacuthu","Nyctea scandiaca","Bubo scandiaca"
"359","B259",555428,"v1.9 rev 2126ab0","Aves","Strigiformes","Strigidae","Strix aluco","Linnaeus, 1758Ê",NA,NA,NA
"360","B260",555433,"v1.9 rev 2126ab0","Aves","Strigiformes","Strigidae","Strix uralensis","Pallas, 1771Ê",NA,NA,NA
"361","B261",177929,"v1.9 rev 2126ab0","Aves","Strigiformes","Strigidae","Strix nebulosa","J. R. Forster, 1772Ê",NA,NA,NA
"362","B262",177898,"v1.9 rev 2126ab0","Aves","Strigiformes","Strigidae","Surnia ulula","(Linnaeus, 1758)Ê","Strix ulula",NA,NA
"363","B263",555445,"v1.9 rev 2126ab0","Aves","Strigiformes","Strigidae","Glaucidium passerinum","(Linnaeus, 1758)Ê","Strix passerina",NA,NA
"364","B264",555471,"v1.9 rev 2126ab0","Aves","Strigiformes","Strigidae","Athene noctua","(Scopoli, 1769)Ê","Strix noctua",NA,NA
"365","B265",177938,"v1.9 rev 2126ab0","Aves","Strigiformes","Strigidae","Aegolius funereus","(Linnaeus, 1758)Ê","Strix funerea",NA,NA
"366","B266",177932,"v1.9 rev 2126ab0","Aves","Strigiformes","Strigidae","Asio otus","(Linnaeus, 1758)Ê","Strix otus",NA,NA
"367","B267",177935,"v1.9 rev 2126ab0","Aves","Strigiformes","Strigidae","Asio flammeus","(Pontoppidan, 1763)Ê","Strix flammea",NA,NA
"368","B268",555568,"v1.9 rev 2126ab0","Aves","Caprimulgiformes","Caprimulgidae","Caprimulgus ruficollis","Temminck, 1820Ê",NA,NA,NA
"369","B269",555569,"v1.9 rev 2126ab0","Aves","Caprimulgiformes","Caprimulgidae","Caprimulgus europaeus","Linnaeus, 1758Ê",NA,NA,NA
"370","B270",555003,"v1.9 rev 2126ab0","Aves","Apodiformes","Apodidae","Apus melba","(Linnaeus, 1758)Ê","Tachymarptis melba",NA,NA
"371","B271",178010,"v1.9 rev 2126ab0","Aves","Apodiformes","Apodidae","Apus apus","(Linnaeus, 1758)Ê",NA,NA,NA
"372","B272",555006,"v1.9 rev 2126ab0","Aves","Apodiformes","Apodidae","Apus unicolor","(Jardine, 1830)Ê",NA,NA,NA
"373","B273",555008,"v1.9 rev 2126ab0","Aves","Apodiformes","Apodidae","Apus pallidus","(Shelley, 1870)Ê",NA,NA,NA
"374","B274",555014,"v1.9 rev 2126ab0","Aves","Apodiformes","Apodidae","Apus affinis","(J. E. Gray, 1830)",NA,NA,NA
"375","B275",555018,"v1.9 rev 2126ab0","Aves","Apodiformes","Apodidae","Apus caffer","(Lichtenstein, 1823)Ê",NA,NA,NA
"376","B276",554549,"v1.9 rev 2126ab0","Aves","Coraciiformes","Alcedinidae","Alcedo atthis","(Linnaeus, 1758)Ê",NA,NA,NA
"377","B277",554585,"v1.9 rev 2126ab0","Aves","Coraciiformes","Alcedinidae","Halcyon smyrnensis","(Linnaeus, 1758)Ê",NA,NA,NA
"378","B278",554636,"v1.9 rev 2126ab0","Aves","Coraciiformes","Alcedinidae","Ceryle rudis","(Linnaeus, 1758)Ê",NA,NA,NA
"379","B279",554658,"v1.9 rev 2126ab0","Aves","Coraciiformes","Meropidae","Merops superciliosus","Linnaeus, 1766Ê",NA,NA,NA
"380","B280",554661,"v1.9 rev 2126ab0","Aves","Coraciiformes","Meropidae","Merops apiaster","Linnaeus, 1758Ê",NA,NA,NA
"381","B281",554518,"v1.9 rev 2126ab0","Aves","Coraciiformes","Coraciidae","Coracias garrulus","Linnaeus, 1758Ê",NA,NA,NA
"382","B282",178117,"v1.9 rev 2126ab0","Aves","Coraciiformes","Upupidae","Upupa epops","Linnaeus, 1758Ê",NA,NA,NA
"383","B283",178150,"v1.9 rev 2126ab0","Aves","Piciformes","Picidae","Jynx torquilla","Linnaeus, 1758Ê",NA,NA,NA
"384","B284",554037,"v1.9 rev 2126ab0","Aves","Piciformes","Picidae","Dendrocopos minor","(Linnaeus, 1758)Ê",NA,NA,NA
"385","B285",554046,"v1.9 rev 2126ab0","Aves","Piciformes","Picidae","Dendrocopos medius","(Linnaeus, 1758)Ê",NA,NA,NA
"386","B287",554048,"v1.9 rev 2126ab0","Aves","Piciformes","Picidae","Dendrocopos major","(Linnaeus, 1758)Ê",NA,NA,NA
"387","B288",554049,"v1.9 rev 2126ab0","Aves","Piciformes","Picidae","Dendrocopos syriacus","(Hemprich & Ehrenberg, 1833)Ê",NA,NA,NA
"388","B289",178251,"v1.9 rev 2126ab0","Aves","Piciformes","Picidae","Picoides tridactylus","(Linnaeus, 1758)Ê",NA,NA,NA
"389","B290",554101,"v1.9 rev 2126ab0","Aves","Piciformes","Picidae","Dryocopus martius","(Linnaeus, 1758)Ê",NA,NA,NA
